REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	CHIEF EXECUTIVE OFFICER	KIM VANDERMEULEN	04364LTRNT3BSUM	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	KENNEBEC	ME	04364	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	ME		04364	YES	NO	NO	NO	KIM VANDERMEULEN	2073779377	3672							334418						44.30881	-69.974975	168543952								ELECTRONIC SERVICES CORP OF AMERICA	168543952	NO	KVANDERMEULEN@ALTMFG.COM	
2011	OPERATIONS MANAGER	RUSSELL KLASE	04107MBLLS170LI	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	MARK BONENBERGER	6109044467	5171							424710						43.636389	-70.2825	602844706								BUCKEYE PARTNERS LP	112569892	NO	MBONENBERGER@BUCKEYE.COM	
2011	OPERATIONS MANAGER	RUSSELL KLASE	04107MBLLS170LI	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	MARK BONENBERGER	6109044467	5171							424710						43.636389	-70.2825	602844706								BUCKEYE PARTNERS LP	112569892	NO	MBONENBERGER@BUCKEYE.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04974SPRGSMACKS	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	WALDO	ME	04974	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	ME		04974	YES	NO	NO	NO	PAUL BARRAGAN	2075482531	5171							424710	488320					44.453056	-68.899722	131362733								AXEL JOHNSON INC	147848113	NO	PBARRAGAN@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04974SPRGSMACKS	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	WALDO	ME	04974	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	ME		04974	YES	NO	NO	NO	PAUL BARRAGAN	2075482531	5171							424710	488320					44.453056	-68.899722	131362733								AXEL JOHNSON INC	147848113	NO	PBARRAGAN@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04974SPRGSMACKS	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	WALDO	ME	04974	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	ME		04974	YES	NO	NO	NO	PAUL BARRAGAN	2075482531	5171							424710	488320					44.453056	-68.899722	131362733								AXEL JOHNSON INC	147848113	NO	PBARRAGAN@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04974SPRGSMACKS	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	WALDO	ME	04974	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	ME		04974	YES	NO	NO	NO	PAUL BARRAGAN	2075482531	5171							424710	488320					44.453056	-68.899722	131362733								AXEL JOHNSON INC	147848113	NO	PBARRAGAN@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04974SPRGSMACKS	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	WALDO	ME	04974	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	ME		04974	YES	NO	NO	NO	PAUL BARRAGAN	2075482531	5171							424710	488320					44.453056	-68.899722	131362733								AXEL JOHNSON INC	147848113	NO	PBARRAGAN@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04974SPRGSMACKS	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	WALDO	ME	04974	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	ME		04974	YES	NO	NO	NO	PAUL BARRAGAN	2075482531	5171							424710	488320					44.453056	-68.899722	131362733								AXEL JOHNSON INC	147848113	NO	PBARRAGAN@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04974SPRGSMACKS	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	WALDO	ME	04974	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	ME		04974	YES	NO	NO	NO	PAUL BARRAGAN	2075482531	5171							424710	488320					44.453056	-68.899722	131362733								AXEL JOHNSON INC	147848113	NO	PBARRAGAN@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04974SPRGSMACKS	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	WALDO	ME	04974	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	ME		04974	YES	NO	NO	NO	PAUL BARRAGAN	2075482531	5171							424710	488320					44.453056	-68.899722	131362733								AXEL JOHNSON INC	147848113	NO	PBARRAGAN@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04974SPRGSMACKS	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	WALDO	ME	04974	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	ME		04974	YES	NO	NO	NO	PAUL BARRAGAN	2075482531	5171							424710	488320					44.453056	-68.899722	131362733								AXEL JOHNSON INC	147848113	NO	PBARRAGAN@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04974SPRGSMACKS	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	WALDO	ME	04974	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	ME		04974	YES	NO	NO	NO	PAUL BARRAGAN	2075482531	5171							424710	488320					44.453056	-68.899722	131362733								AXEL JOHNSON INC	147848113	NO	PBARRAGAN@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04974SPRGSMACKS	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	WALDO	ME	04974	SPRAGUE SEARSPORT TERMINAL	MACK'S POINT TRUNDY RD	SEARSPORT	ME		04974	YES	NO	NO	NO	PAUL BARRAGAN	2075482531	5171							424710	488320					44.453056	-68.899722	131362733								AXEL JOHNSON INC	147848113	NO	PBARRAGAN@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04106SPRGS59MAI	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	ROLF WESTPHAL	2077994899	5171							424710	488320					43.637222	-70.285556	131362733								AXEL JOHNSON INC	147848113	NO	RWESTPHAL@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04106SPRGS59MAI	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	ROLF WESTPHAL	2077994899	5171							424710	488320					43.637222	-70.285556	131362733								AXEL JOHNSON INC	147848113	NO	RWESTPHAL@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04106SPRGS59MAI	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	ROLF WESTPHAL	2077994899	5171							424710	488320					43.637222	-70.285556	131362733								AXEL JOHNSON INC	147848113	NO	RWESTPHAL@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04106SPRGS59MAI	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	ROLF WESTPHAL	2077994899	5171							424710	488320					43.637222	-70.285556	131362733								AXEL JOHNSON INC	147848113	NO	RWESTPHAL@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04106SPRGS59MAI	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	ROLF WESTPHAL	2077994899	5171							424710	488320					43.637222	-70.285556	131362733								AXEL JOHNSON INC	147848113	NO	RWESTPHAL@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04106SPRGS59MAI	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	ROLF WESTPHAL	2077994899	5171							424710	488320					43.637222	-70.285556	131362733								AXEL JOHNSON INC	147848113	NO	RWESTPHAL@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04106SPRGS59MAI	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	ROLF WESTPHAL	2077994899	5171							424710	488320					43.637222	-70.285556	131362733								AXEL JOHNSON INC	147848113	NO	RWESTPHAL@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04106SPRGS59MAI	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	ROLF WESTPHAL	2077994899	5171							424710	488320					43.637222	-70.285556	131362733								AXEL JOHNSON INC	147848113	NO	RWESTPHAL@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04106SPRGS59MAI	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	ROLF WESTPHAL	2077994899	5171							424710	488320					43.637222	-70.285556	131362733								AXEL JOHNSON INC	147848113	NO	RWESTPHAL@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04106SPRGS59MAI	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	ROLF WESTPHAL	2077994899	5171							424710	488320					43.637222	-70.285556	131362733								AXEL JOHNSON INC	147848113	NO	RWESTPHAL@SPRAGUEENERGY.COM	
2011	MANAGING DIRECTOR, HSE	ELIZABETH HERNBERG	04106SPRGS59MAI	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SPRAGUE SOUTH PORTLAND	59 MAIN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	ROLF WESTPHAL	2077994899	5171							424710	488320					43.637222	-70.285556	131362733								AXEL JOHNSON INC	147848113	NO	RWESTPHAL@SPRAGUEENERGY.COM	
2011	OPERATIONAL EXCELLENCE MANAGER	MARK FICHTER	04071DLCTRTOWER	SPX COMMUNICATION TECHNOLOGY	22 TOWER RD	RAYMOND	CUMBERLAND	ME	04071	SPX COMMUNICATION TECHNOLOGY	22 TOWER RD	RAYMOND	ME		04071	YES	NO	NO	NO	JENNIFER EPSTEIN	7047527403	3663							334220						43.92808	-70.48633	006024129								SPX CORP	006024129	NO	JENNIFER.EPSTEIN@SPX.COM	
2011	CEO		04240DMNDP9ALFR	SYSTEM LOGISTICS CORP	90 ALFRED PLOURDE PKWY	LEWISTON	ANDROSCOGGIN	ME	04240	SYSTEM LOGISTICS CORP	90 ALFRED PLOURDE PKWY	LEWISTON	ME		04240	YES	NO	NO	NO	THOMAS O MOWER IV	2074405157	3523	3496	3499					332999						44.06795	-70.18524	867172462								SYSTEM LOGISTICS SPA		NO	TOM.MOWER@SYSTEMLOGISTICS.COM	
2011	CEO		04240DMNDP9ALFR	SYSTEM LOGISTICS CORP	90 ALFRED PLOURDE PKWY	LEWISTON	ANDROSCOGGIN	ME	04240	SYSTEM LOGISTICS CORP	90 ALFRED PLOURDE PKWY	LEWISTON	ME		04240	YES	NO	NO	NO	THOMAS O MOWER IV	2074405157	3523	3496	3499					332999						44.06795	-70.18524	867172462								SYSTEM LOGISTICS SPA		NO	TOM.MOWER@SYSTEMLOGISTICS.COM	
2011	CEO		04240DMNDP9ALFR	SYSTEM LOGISTICS CORP	90 ALFRED PLOURDE PKWY	LEWISTON	ANDROSCOGGIN	ME	04240	SYSTEM LOGISTICS CORP	90 ALFRED PLOURDE PKWY	LEWISTON	ME		04240	YES	NO	NO	NO	THOMAS O MOWER IV	2074405157	3523	3496	3499					332999						44.06795	-70.18524	867172462								SYSTEM LOGISTICS SPA		NO	TOM.MOWER@SYSTEMLOGISTICS.COM	
2011	CEO		04240DMNDP9ALFR	SYSTEM LOGISTICS CORP	90 ALFRED PLOURDE PKWY	LEWISTON	ANDROSCOGGIN	ME	04240	SYSTEM LOGISTICS CORP	90 ALFRED PLOURDE PKWY	LEWISTON	ME		04240	YES	NO	NO	NO	THOMAS O MOWER IV	2074405157	3523	3496	3499					332999						44.06795	-70.18524	867172462								SYSTEM LOGISTICS SPA		NO	TOM.MOWER@SYSTEMLOGISTICS.COM	
2011	PLANT MANAGER	FELICA CONEY	0421WTMBRN2879H	TAMBRANDS INC	2879 HOTEL RD	AUBURN	ANDROSCOGGIN	ME	04210	TAMBRANDS INC	2879 HOTEL RD	AUBURN	ME		04210	YES	NO	NO	NO	MARK DOBRANSKY	2077535220								322291						44.037875	-70.283247	002028751								THE PROCTER & GAMBLE CO	002028751	NO	DOBRANSKY.MA@PG.COM	
2011	GENERAL MANAGER	PAUL RAMSDELL	04943RVNGTPOBOX	TASMAN LEATHER GROUP LLC	9 MAIN ST	HARTLAND	SOMERSET	ME	04943	TASMAN LEATHER GROUP LLC	PO BOX 400	HARTLAND	ME		04943	YES	NO	NO	NO	PAUL RAMSDELL	2075533700	3111							316110						44.883056	-69.448056	001065580										NO	PRAMSDELL@TLGHARTLAND.COM	
2011	GENERAL MANAGER	PAUL RAMSDELL	04943RVNGTPOBOX	TASMAN LEATHER GROUP LLC	9 MAIN ST	HARTLAND	SOMERSET	ME	04943	TASMAN LEATHER GROUP LLC	PO BOX 400	HARTLAND	ME		04943	YES	NO	NO	NO	PAUL RAMSDELL	2075533700	3111							316110						44.883056	-69.448056	001065580										NO	PRAMSDELL@TLGHARTLAND.COM	
2011	PLANT MANAGER	LANCE HORN	04730STLYMRT4BO	TATE & LYLE HOULTON	48 MORNINGSTAR RD	HOULTON	AROOSTOOK	ME	04730	TATE & LYLE HOULTON	48 MORNINGSTAR RD	HOULTON	ME		04730	YES	NO	NO	NO	LANCE D. HORN	2075329523	2046							311221						46.106111	-67.882222	001096262								TATE & LYLE		NO	LANCE.HORN@TATEANDLYLE.COM	
2011	PLANT MANAGER	LANCE HORN	04730STLYMRT4BO	TATE & LYLE HOULTON	48 MORNINGSTAR RD	HOULTON	AROOSTOOK	ME	04730	TATE & LYLE HOULTON	48 MORNINGSTAR RD	HOULTON	ME		04730	YES	NO	NO	NO	LANCE D. HORN	2075329523	2046							311221						46.106111	-67.882222	001096262								TATE & LYLE		NO	LANCE.HORN@TATEANDLYLE.COM	
2011	PLANT MANAGER	LANCE HORN	04730STLYMRT4BO	TATE & LYLE HOULTON	48 MORNINGSTAR RD	HOULTON	AROOSTOOK	ME	04730	TATE & LYLE HOULTON	48 MORNINGSTAR RD	HOULTON	ME		04730	YES	NO	NO	NO	LANCE D. HORN	2075329523	2046							311221						46.106111	-67.882222	001096262								TATE & LYLE		NO	LANCE.HORN@TATEANDLYLE.COM	
2011	ENGINEERING MANAGER	DAVID MCKENNEY	04769TTRML200TA	TATER MEAL	200 TAXIWAY DR	PRESQUE ISLE	AROOSTOOK	ME	04769	TATER MEAL	200 TAXIWAY DR	PRESQUE ISLE	ME		04769	YES	NO	NO	NO	DAVID MCKENNEY	2074881260	2048							311119						46.693081	-68.040039	041459991								MCCAIN FOODS USA INC	011000532	NO	DAVID.MCKENNEY@MCCAIN.COM	
2011	ENGINEERING MANAGER	DAVID MCKENNEY	04769TTRML200TA	TATER MEAL	200 TAXIWAY DR	PRESQUE ISLE	AROOSTOOK	ME	04769	TATER MEAL	200 TAXIWAY DR	PRESQUE ISLE	ME		04769	YES	NO	NO	NO	DAVID MCKENNEY	2074881260	2048							311119						46.693081	-68.040039	041459991								MCCAIN FOODS USA INC	011000532	NO	DAVID.MCKENNEY@MCCAIN.COM	
2011	ENVIRONMENTAL MANAGER	ERIC CARRIER	04756FRSRP25BRI	TWIN RIVERS PAPER CO LLC	82 BRIDGE AVE	MADAWASKA	AROOSTOOK	ME	04756	TWIN RIVERS PAPER CO LLC	82 BRIDGE AVE	MADAWASKA	ME		04756	YES	NO	NO	NO	ERIC CARRIER	2077288617	2621							322121						47.357778	-68.322778	051548444										NO	ERIC.CARRIER@TWINRIVERSPAPER.COM	
2011	ENVIRONMENTAL MANAGER	ERIC CARRIER	04756FRSRP25BRI	TWIN RIVERS PAPER CO LLC	82 BRIDGE AVE	MADAWASKA	AROOSTOOK	ME	04756	TWIN RIVERS PAPER CO LLC	82 BRIDGE AVE	MADAWASKA	ME		04756	YES	NO	NO	NO	ERIC CARRIER	2077288617	2621							322121						47.357778	-68.322778	051548444										NO	ERIC.CARRIER@TWINRIVERSPAPER.COM	
2011	ENVIRONMENTAL MANAGER	ERIC CARRIER	04756FRSRP25BRI	TWIN RIVERS PAPER CO LLC	82 BRIDGE AVE	MADAWASKA	AROOSTOOK	ME	04756	TWIN RIVERS PAPER CO LLC	82 BRIDGE AVE	MADAWASKA	ME		04756	YES	NO	NO	NO	ERIC CARRIER	2077288617	2621							322121						47.357778	-68.322778	051548444										NO	ERIC.CARRIER@TWINRIVERSPAPER.COM	
2011	ENVIRONMENTAL MANAGER	ERIC CARRIER	04756FRSRP25BRI	TWIN RIVERS PAPER CO LLC	82 BRIDGE AVE	MADAWASKA	AROOSTOOK	ME	04756	TWIN RIVERS PAPER CO LLC	82 BRIDGE AVE	MADAWASKA	ME		04756	YES	NO	NO	NO	ERIC CARRIER	2077288617	2621							322121						47.357778	-68.322778	051548444										NO	ERIC.CARRIER@TWINRIVERSPAPER.COM	
2011	ENVIRONMENTAL MANAGER	JOHN CRONIN	04401MNRNT103MA	US DOD USAF BANGOR ANG	101 ARW/EMB 99 GLENN AVE SUITE 494	BANGOR	PENOBSCOT	ME	044013066	US DOD USAF BANGOR ANG	101 ARW/EMB 99 GLENN AVE SUITE 494	BANGOR	ME		04401-3066	YES	NO	YES	NO	MAJOR MARK CHAMPAGNE	2074047266	9711							928110						44.81772	-68.82146			ME6572890022		MER05A911				US DEPARTMENT OF DEFENSE		YES	MARK.CHAMPAGNE@ANG.AF.MIL	
2011	ENVIRONMENTAL DIRECTOR	LISA JOY	04011SNVYN437HU	US NAVY NAVAL AIR STATION BRUNSWICK 2	437 HUEY DR	BRUNSWICK	CUMBERLAND	ME	040115000	US NAVY NAVAL AIR STATION BRUNSWICK 2	437 HUEY DR	BRUNSWICK	ME		04011-5000	YES	NO	YES	NO	PAUL F. BURGIO	2158974903	9711							928110						43.887783	-69.926028									US DEPARTMENT OF DEFENSE		YES	PAUL.BURGIO@NAVY.MIL	
2011	ENVIRONMENTAL DIRECTOR	LISA JOY	04626NVLCMRTE19	US NAVY NCTAMS LANT DET CUTLER	173 RIDGE RD	CUTLER	WASHINGTON	ME	04626	US NAVY NCTAMS LANT DET CUTLER	173 RIDGE RD	CUTLER	ME		04626	YES	NO	YES	NO	LISA M. JOY	2074384707	9711							928110						44.699444	-67.298056									US DEPARTMENT OF DEFENSE		YES	LISA.JOY@NAVY.MIL	
2011	SHIPYARD COMMANDER	LUTHER FULLER	03904PRTSMSEAVE	US NAVY PORTSMOUTH NAVAL SHIPYARD	SEAVEY ISLAND	KITTERY	YORK	ME	03904	US NAVY PORTSMOUTH NAVAL SHIPYARD	CODE 1063 PORTSMOUTH NAVAL SHIPYARD	PORTSMOUTH	NH		038045000	NO	YES	YES	NO	DEBRA WHITE	2074381525	9711							928110						43.08416	-70.74166									US DEPARTMENT OF DEFENSE		YES	DEBRA.M.WHITE@NAVY.MIL	
2011	SHIPYARD COMMANDER	LUTHER FULLER	03904PRTSMSEAVE	US NAVY PORTSMOUTH NAVAL SHIPYARD	SEAVEY ISLAND	KITTERY	YORK	ME	03904	US NAVY PORTSMOUTH NAVAL SHIPYARD	CODE 1063 PORTSMOUTH NAVAL SHIPYARD	PORTSMOUTH	NH		038045000	NO	YES	YES	NO	DEBRA WHITE	2074381525	9711							928110						43.08416	-70.74166									US DEPARTMENT OF DEFENSE		YES	DEBRA.M.WHITE@NAVY.MIL	
2011	SHIPYARD COMMANDER	LUTHER FULLER	03904PRTSMSEAVE	US NAVY PORTSMOUTH NAVAL SHIPYARD	SEAVEY ISLAND	KITTERY	YORK	ME	03904	US NAVY PORTSMOUTH NAVAL SHIPYARD	CODE 1063 PORTSMOUTH NAVAL SHIPYARD	PORTSMOUTH	NH		038045000	NO	YES	YES	NO	DEBRA WHITE	2074381525	9711							928110						43.08416	-70.74166									US DEPARTMENT OF DEFENSE		YES	DEBRA.M.WHITE@NAVY.MIL	
2011	PLANT MANAGER	CHRISTOPHER SMITH	04967GNRLSMAINS	UTC FIRE & SECURITY INC	129 N MAIN ST	PITTSFIELD	SOMERSET	ME	04967	UTC FIRE & SECURITY INC	129 N MAIN ST	PITTSFIELD	ME		04967	YES	NO	NO	NO	CHRISTOPHER SMITH	2074872016	3699							335999						44.784872	-69.379865	808677843								UNITED TECHNOLOGIES CORP	001344142	NO	CHRISTOPHERMITH1@FS.UTC.COM	
2011	PLANT MANAGER	CHRISTOPHER SMITH	04967GNRLSMAINS	UTC FIRE & SECURITY INC	129 N MAIN ST	PITTSFIELD	SOMERSET	ME	04967	UTC FIRE & SECURITY INC	129 N MAIN ST	PITTSFIELD	ME		04967	YES	NO	NO	NO	CHRISTOPHER SMITH	2074872016	3699							335999						44.784872	-69.379865	808677843								UNITED TECHNOLOGIES CORP	001344142	NO	CHRISTOPHERMITH1@FS.UTC.COM	
2011	PLANT MANAGER	CHRISTOPHER SMITH	04967GNRLSMAINS	UTC FIRE & SECURITY INC	129 N MAIN ST	PITTSFIELD	SOMERSET	ME	04967	UTC FIRE & SECURITY INC	129 N MAIN ST	PITTSFIELD	ME		04967	YES	NO	NO	NO	CHRISTOPHER SMITH	2074872016	3699							335999						44.784872	-69.379865	808677843								UNITED TECHNOLOGIES CORP	001344142	NO	CHRISTOPHERMITH1@FS.UTC.COM	
2011	ENVIRONMENTAL HEALTH AND SAFETY DIRECTOR	JAMES BROOKS	04416CHMPNMAINS	VERSO PAPER BUCKSPORT MILL	RIVER RD	BUCKSPORT	HANCOCK	ME	044161200	VERSO PAPER BUCKSPORT MILL	RIVER RD	BUCKSPORT	ME		04416-1200	YES	NO	NO	NO	WILLIAM COHEN	2074691249	2621	2611						322121	322110					44.576944	-68.805556	784378452								VERSO PAPER CORP	826480902	NO	WILLIAN.COHEN@VERSOPAPER.COM	
2011	ENVIRONMENTAL HEALTH AND SAFETY DIRECTOR	JAMES BROOKS	04416CHMPNMAINS	VERSO PAPER BUCKSPORT MILL	RIVER RD	BUCKSPORT	HANCOCK	ME	044161200	VERSO PAPER BUCKSPORT MILL	RIVER RD	BUCKSPORT	ME		04416-1200	YES	NO	NO	NO	WILLIAM COHEN	2074691249	2621	2611						322121	322110					44.576944	-68.805556	784378452								VERSO PAPER CORP	826480902	NO	WILLIAN.COHEN@VERSOPAPER.COM	
2011	ENVIRONMENTAL HEALTH AND SAFETY DIRECTOR	JAMES BROOKS	04416CHMPNMAINS	VERSO PAPER BUCKSPORT MILL	RIVER RD	BUCKSPORT	HANCOCK	ME	044161200	VERSO PAPER BUCKSPORT MILL	RIVER RD	BUCKSPORT	ME		04416-1200	YES	NO	NO	NO	WILLIAM COHEN	2074691249	2621	2611						322121	322110					44.576944	-68.805556	784378452								VERSO PAPER CORP	826480902	NO	WILLIAN.COHEN@VERSOPAPER.COM	
2011	ENVIRONMENTAL HEALTH AND SAFETY DIRECTOR	JAMES BROOKS	04416CHMPNMAINS	VERSO PAPER BUCKSPORT MILL	RIVER RD	BUCKSPORT	HANCOCK	ME	044161200	VERSO PAPER BUCKSPORT MILL	RIVER RD	BUCKSPORT	ME		04416-1200	YES	NO	NO	NO	WILLIAM COHEN	2074691249	2621	2611						322121	322110					44.576944	-68.805556	784378452								VERSO PAPER CORP	826480902	NO	WILLIAN.COHEN@VERSOPAPER.COM	
2011	ENVIRONMENTAL HEALTH AND SAFETY DIRECTOR	JAMES BROOKS	04416CHMPNMAINS	VERSO PAPER BUCKSPORT MILL	RIVER RD	BUCKSPORT	HANCOCK	ME	044161200	VERSO PAPER BUCKSPORT MILL	RIVER RD	BUCKSPORT	ME		04416-1200	YES	NO	NO	NO	WILLIAM COHEN	2074691249	2621	2611						322121	322110					44.576944	-68.805556	784378452								VERSO PAPER CORP	826480902	NO	WILLIAN.COHEN@VERSOPAPER.COM	
